id,nombre,tipo,dirección,ciudad,provincia,país,código_iso,latitud,longitud,descripción,motivo_inclusión,adaptaciones_sensoriales,certificación,nivel_verificación,web_oficial,url_oficial,fuente,fecha_verificación
AFC-013,SAONA ACTUR,cultura,,Zaragoza,,España,,41.6702146,-0.888991,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/aragon/zaragoza/restaurantes/saona-actur-zaragoza/,2026-07-20
AFC-014,RESTAURANTE GORBEA,cultura,,Bilbao,,España,,43.2582673,-2.9254476,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/autonomous-community-of-the-basque-country/bilbao/restaurantes/restaurante-gorbea/,2026-07-20
AFC-015,SAONA BILBAO HENAO,cultura,,Bilbao,,España,,43.2654175,-2.9350079,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/autonomous-community-of-the-basque-country/bilbao/restaurantes/saona-bilbao-henao/,2026-07-20
AFC-016,CENTRO BIZIRIK,centro_civico,,Bilbao,,España,,43.2652971,-2.9302885,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/autonomous-community-of-the-basque-country/bilbao/salud/centro-bizirik/,2026-07-20
AFC-017,ARKABIA Centro Cultural Autism Friendly,centro_civico,,Vitoria-Gasteiz,,España,,42.845961772892764,-2.6706539468861883,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/autonomous-community-of-the-basque-country/vitoria-gasteiz/otros-servicios/arkabia/,2026-07-20
AFC-018,Ferretería CA´N LÓPEZ,centro_civico,,Binissalem,,España,,39.6890373,2.8405953,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/balearic-islands/binissalem/comercio/ferreteria-can-lopez/,2026-07-20
AFC-019,PELUQUERÍA PABLETES Las Palmas,centro_civico,,Las Palmas de Gran Canaria,,España,,28.1021118,-15.4170396,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/canarias/las-palmas-de-gran-canaria/comercio/pabletes-las-palmas/,2026-07-20
AFC-020,HOTEL PARADISE,hotel,,Santa Cruz de Tenerife,,España,,28.0537365,-16.705884,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/canarias/santa-cruz-de-tenerife/alojamientos/hotel-paradise/,2026-07-20
AFC-021,PELUQUERÍA PABLETES Santander,centro_civico,,Santander,,España,,43.4452793,-3.8544236,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/cantabria/santander/comercio/peluqueria-pabletes-santander/,2026-07-20
AFC-022,MONTAJES ELÉCTRICOS DIEGO DÍEZ,centro_civico,,Ávila,,España,,40.6515797,-4.6865171,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/castile-and-leon/avila/comercio/montajes-electricos-diego-diez/,2026-07-20
AFC-023,SAONA ALBACETE,cultura,,Albacete,,España,,38.9909658,-1.8539396,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/castile-la-mancha/albacete/restaurantes/saona-albacete/,2026-07-20
AFC-024,PELUQUERÍA PABLETES Illescas,centro_civico,,Illescas,,España,,40.1229294,-3.8455405,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/castile-la-mancha/illescas/comercio/peluqueria-pabletes-illescas/,2026-07-20
AFC-025,CASA LAS TUYAS,hotel,,Palazuelos de Eresma,,España,,40.9295347,-4.0615478,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/castilla-y-leon/palazuelos-de-eresma/alojamientos/casa-tuyas/,2026-07-20
AFC-026,MIS CUATRO ESTACIONES,hotel,,Sotos de Sepúlveda,,España,,41.2693163,-3.5682541,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/castilla-y-leon/sotos-de-sepulveda/alojamientos/mis-4-estaciones/,2026-07-20
AFC-027,SAONA BADALONA,cultura,,Badalona,,España,,41.4483235,2.2418386,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/catalonia/badalona/restaurantes/saona-badalona/,2026-07-20
AFC-028,Nectarí Restaurante (Jordi Esteve),cultura,,Barcelona,,España,,41.3799477,2.1466305,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/cataluna/barcelona/restaurantes/nectari-restaurante-jordi-esteve/,2026-07-20
AFC-029,SAONA ARIBAU,cultura,,Barcelona,,España,,41.3918348,2.1546212,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/cataluna/barcelona/restaurantes/saona-aribau/,2026-07-20
AFC-030,SAONA CAN SEGALAR,cultura,,Barcelona,,España,,41.3884861,2.1321314,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/cataluna/barcelona/restaurantes/saona-can-segalar/,2026-07-20
AFC-031,SAONA EIXAMPLE,cultura,,Barcelona,,España,,41.3953336,2.1666821,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/cataluna/barcelona/restaurantes/saona-eixample/,2026-07-20
AFC-032,ATRIA LEGAL,centro_civico,,Girona,,España,,41.9790599,2.82153,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/cataluna/girona/otros-servicios/atria-legal/,2026-07-20
AFC-033,IFIS EDUCACION,centro_civico,,Madrid,,España,,40.4044,-3.6997,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/community-of-madrid/madrid/educacion/ifis-educacion/,2026-07-20
AFC-034,BARBILLON,cultura,,Madrid,,España,,40.4673063,-3.7934116,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/community-of-madrid/madrid/restaurantes/barbillon/,2026-07-20
AFC-035,PAPAGENA RESTAURANTE,cultura,,Madrid,,España,,40.4181522,-3.709463,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/community-of-madrid/madrid/restaurantes/papagena-restaurante-centro-madrid/,2026-07-20
AFC-036,El Quenco de Pepa Restaurante Autism Friendly,cultura,,Madrid,,España,,40.4600763,-3.6845477,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/community-of-madrid/madrid/restaurantes/quenco-pepa-autism-friendly/,2026-07-20
AFC-037,PANORAMA BAR RESTAURANTE MADRID,cultura,,Majadahonda,,España,,40.4620923,-3.8601725,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/community-of-madrid/majadahonda/restaurantes/panorama-bar-restaurante/,2026-07-20
AFC-038,RESTAURANTE TINGLADO,cultura,,Boadilla del Monte,,España,,40.4067787,-3.9010444,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/boadilla-del-monte/restaurantes/tinglado-bar/,2026-07-20
AFC-039,PELUQUERÍA PABLETES Las Rozas,centro_civico,,Las Rozas,,España,,40.5355271,-3.8982076,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/las-rozas/comercio/peluqueria-pabletes-las-rozas/,2026-07-20
AFC-040,BENDITA TENTACIÓN,centro_civico,,Madrid,,España,,40.425528,-3.7042392,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/comercio/bentida-tentacion/,2026-07-20
AFC-041,Mercado de ventas,centro_civico,,Madrid,,España,,40.4330596,-3.6570003,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/comercio/mercado-de-ventas/,2026-07-20
AFC-042,PELUQUERÍA PABLETES Alcalá de Henares,centro_civico,,Madrid,,España,,40.4952307,-3.3740397,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/comercio/peluqueria-pabletes-alcala-henares/,2026-07-20
AFC-043,PELUQUERÍA PABLETES Hortaleza,centro_civico,,Madrid,,España,,40.4696124,-3.641015,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/comercio/peluqueria-pabletes-hortaleza/,2026-07-20
AFC-044,PELUQUERÍA PABLETES Mirasierra,centro_civico,,Madrid,,España,,40.4869821,-3.7194444,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/comercio/peluqueria-pabletes-mirasierra/,2026-07-20
AFC-045,PELUQUERÍA PABLETES La Moraleja,centro_civico,,Madrid,,España,,40.5271716,-3.6214221,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/comercio/peluqueria-pabletes-moraleja/,2026-07-20
AFC-046,PELUQUERÍA PABLETES Torrejón de Ardoz,centro_civico,,Madrid,,España,,40.4578051,-3.4619371,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/comercio/peluqueria-pabletes-torrejon-ardoz/,2026-07-20
AFC-047,SAONA BALBOA,cultura,,Madrid,,España,,40.4360257,-3.6816536,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/restaurantes/saona-balboa/,2026-07-20
AFC-048,SAONA CHAMBERRÍ,cultura,,Madrid,,España,,40.4316024,-3.7052955,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/restaurantes/saona-chamberri/,2026-07-20
AFC-049,SAONA CONDESA DE VENADITO,cultura,,Madrid,,España,,40.444775,-3.6539466,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/restaurantes/saona-condesa-venadito/,2026-07-20
AFC-050,SEDACIÓN DENTAL,centro_civico,,Madrid,,España,,40.49395,-3.87746,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/salud/sedacion-dental/,2026-07-20
AFC-051,THUBAN,centro_civico,,Madrid,,España,,40.43436,-3.6696,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-de-madrid/madrid-1/salud/thuban/,2026-07-20
AFC-052,SAONA ALICANTE ALFONSO,cultura,,Alicante,,España,,38.3476193,-0.4857655,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/alicante/restaurantes/saona-alicante-alfonso/,2026-07-20
AFC-053,SAONA VISTAHERMOSA,cultura,,Alicante,,España,,38.3663343,-0.4724114,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/alicante/restaurantes/saona-vistahermosa/,2026-07-20
AFC-054,SAONA BENICÀSSIM,cultura,,Castellón,,España,,40.0472994,0.0688473,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/castellon/restaurantes/saona-benicassim/,2026-07-20
AFC-055,SAONA CASTELLÓN,cultura,,Castellón de la Plana,,España,,39.9818326,-0.0350563,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/castellon-de-la-plana/restaurantes/saona-castellon/,2026-07-20
AFC-056,Grupo Saona,cultura,,Valencia,,España,,39.4667131,-0.3688052,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/valencia/restaurantes/grupo-saona/,2026-07-20
AFC-057,SAONA ALAMEDA,cultura,,Valencia,,España,,39.4593872,-0.3518588,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/valencia/restaurantes/saona-alameda/,2026-07-20
AFC-058,SAONA ALFAFAR,cultura,,Valencia,,España,,39.4146045,-0.3801187,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/valencia/restaurantes/saona-alfafar/,2026-07-20
AFC-059,SAONA AQUA,cultura,,Valencia,,España,,39.4566515,-0.345862,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/valencia/restaurantes/saona-aqua/,2026-07-20
AFC-060,SAONA ARAGÓN,cultura,,Valencia,,España,,39.4712236,-0.3575678,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/valencia/restaurantes/saona-aragon/,2026-07-20
AFC-061,SAONA BLASCO IBÁÑEZ,cultura,,Valencia,,España,,39.4751624,-0.3501935,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/valencia/restaurantes/saona-blasco-ibanez/,2026-07-20
AFC-062,SAONA CASINO DE AGRICULTURA,cultura,,Valencia,,España,,39.4731259,-0.3725788,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/valencia/restaurantes/saona-casino-agricultura/,2026-07-20
AFC-063,SAONA CÍSCAR,cultura,,Valencia,,España,,39.4663188,-0.3660329,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/valencia/restaurantes/saona-ciscar/,2026-07-20
AFC-064,SAONA CORTES VALENCIANAS,cultura,,Valencia,,España,,39.4918007,-0.3996606,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/comunidad-valenciana/valencia/restaurantes/saona-cortes-valencianas/,2026-07-20
AFC-065,CASA RURAL OBEJUELO,hotel,,Villanueva de Córdoba,,España,,38.4171985,-4.5706277,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/cordoba/villanueva-de-cordoba/alojamientos/casa-rural-obejuelo/,2026-07-20
AFC-066,SAONA CARTAGENA,cultura,,Cartagena,,España,,37.59944,-0.9854,Establecimiento certificado en Autism Friendly Club.,,,,Verificado - Documentación pública,,,https://autismfriendlyclub.com/sitios/spain/murcia/cartagena/restaurantes/saona-cartagena/,2026-07-20
REAL-NAT-M01,Parque Liana,espacio_natural,,Móstoles,,España,,40.3227,-3.8643,"Parque urbano de Móstoles con amplias zonas verdes y arboladas. Ambiente tranquilo y bajo nivel de ruido habitual, adecuado para paseos con baja estimulación sensorial.",,,,Verificado - Documentación pública,,,https://www.mostoles.es/,2026-07-20
REAL-NAT-M02,Parque del Retiro,espacio_natural,,Madrid,,España,,40.4153,-3.6823,"Gran parque histórico de Madrid (118 ha), Patrimonio de la Humanidad UNESCO. Cuenta con zonas arboladas y senderos alejados del tráfico. Las áreas del Bosque del Recuerdo y los jardines del sur ofrecen menor afluencia y más tranquilidad.",,,,Verificado - Documentación pública,,,https://www.esmadrid.com/informacion-turistica/parque-del-retiro,2026-07-20
REAL-NAT-GU01,Campillo de las Ranas,espacio_natural,,Campillo de las Ranas,,España,,41.0731,-3.3197,"Pueblo de Arquitectura Negra sumamente silencioso, plano y fácil de pasear. Entorno visualmente homogéneo gracias al uso de la pizarra oscura. Sin comercios ruidosos ni aglomeraciones.",,,,Verificado - Documentación pública,,,https://www.arquitecturanegra.es/,2026-07-20
REAL-NAT-GU02,Majaelrayo,espacio_natural,,Majaelrayo,,España,,41.0972,-3.2883,Pueblo de Arquitectura Negra con calles amplias de piedra rodeadas de naturaleza. Flujo de visitantes mínimo incluso en fines de semana. Muy bajo nivel de estimulación sensorial.,,,,Verificado - Documentación pública,,,https://www.arquitecturanegra.es/,2026-07-20
REAL-NAT-GU03,Valverde de los Arroyos,espacio_natural,,Valverde de los Arroyos,,España,,41.0644,-3.2544,Pueblo de Arquitectura Negra con entorno natural inmediato precioso y muy calmado. Recomendado ir a primera hora. Evitar el centro del pueblo a mediodía en festivos.,,,,Verificado - Documentación pública,,,https://www.arquitecturanegra.es/,2026-07-20
REAL-NAT-GU04,Hoz de Pelegrina,espacio_natural,,Pelegrina,,España,,41.1167,-2.5167,Cañón impresionante y mucho menos transitado que el Alto Tajo central. El sonido constante del río actúa como ruido blanco natural. Ideal para personas con hipersensibilidad sensorial.,,,,Verificado - Documentación pública,,,https://www.turismoenguadalajara.es/,2026-07-20
REAL-NAT-CR01,Valle de Alcudia y Sierra Madrona,espacio_natural,,Almadén,,España,,38.5667,-4.3833,"Una de las zonas menos pobladas de España. Paisaje de dehesas inmenso, plano, con horizontes limpios y silencio absoluto. Mínima presencia humana.",,,,Verificado - Documentación pública,,,https://www.turismocastillalamancha.es/,2026-07-20
REAL-NAT-CU01,Monumento Natural de Palancares y Tierra Muerta,espacio_natural,,Cuenca,,España,,40.0833,-2.1167,Torcas (grandes depresiones en la tierra) rodeadas de extensos pinares. Turismo muy disperso: apenas se cruza con nadie. Entorno de altísima paz acústica.,,,,Verificado - Documentación pública,,,https://www.turismocastillalamancha.es/,2026-07-20
REAL-CUL-CU01,Yacimiento Arqueológico de Segóbriga,cultura,,Saelices,,España,,39.8833,-2.8167,Antigua ciudad romana en mitad del campo. Espacio al aire libre muy grande que nunca se siente abarrotado. Permite caminar al propio ritmo sin presión ni ruido comercial.,,,,Verificado - Documentación pública,,,https://cultura.castillalamancha.es/patrimonio/yacimientos-visitables/segobriga,2026-07-20
REAL-CUL-GU01,Pastrana,cultura,,Pastrana,,España,,40.6333,-2.9167,"Villa ducal con calles medievales de piedra. Pueblo monumental muy tranquilo, idóneo para pasear sin prisa ni ruidos comerciales. Alternativa a Toledo o Cuenca capital sin el bullicio.",,,,Verificado - Documentación pública,,,https://www.turismoenguadalajara.es/municipios/pastrana/,2026-07-20
REAL-NAT-CU02,Los Callejones de Las Majadas,espacio_natural,,Las Majadas,,España,,40.1167,-2.1833,Alternativa perfecta a la Ciudad Encantada. Laberinto natural de formaciones rocosas calizas con turismo extremadamente bajo. Espacio abierto y amplio donde el sonido no rebota de forma estridente. Permite pasear de forma predecible y autónoma.,,,,Verificado - Documentación pública,,,https://www.turismocastillalamancha.es/,2026-07-20
REAL-NAT-CU03,Lagunas de Cañada del Hoyo,espacio_natural,,Cañada del Hoyo,,España,,40.0333,-2.35,"Conjunto de siete lagunas circulares de agua tranquila rodeadas de densos pinares. No se permite el baño ni actividades motorizadas, lo que garantiza un ambiente silencioso sin gritos ni aglomeraciones.",,,,Verificado - Documentación pública,,,https://www.turismocastillalamancha.es/,2026-07-20
REAL-NAT-CU04,Hoz del Río Gritos y Ruinas de Alarcón,espacio_natural,,Alarcón,,España,,39.5583,-2.0939,"Sendero que recorre el cañón del río Gritos cerca de Alarcón. Paisaje lineal muy fácil de seguir, con el sonido relajante del agua como fondo constante y tránsito de personas mínimo.",,,,Verificado - Documentación pública,,,https://www.turismocastillalamancha.es/,2026-07-20
REAL-NAT-CR02,Parque Nacional de Cabañeros — Senda Botánica Casa de Palillos,espacio_natural,,Retuerta del Bullaque,,España,,39.4,-4.35,Zona de uso libre con pasarelas de madera estables y llanas. El paisaje de la raña (sabana española) transmite mucha calma visual. Evitar las rutas guiadas en todoterreno si generan estrés sensorial.,,,,Verificado - Documentación pública,,,https://www.miteco.gob.es/es/red-parques-nacionales/nuestros-parques/cabaneros/,2026-07-20
REAL-CUL-CR01,Castillo de Calatrava la Nueva,cultura,,Aldea del Rey,,España,,38.6167,-3.8167,"Castillo en lo alto de un cerro cerca de Aldea del Rey. Recibe muy pocos visitantes. Espacio fortificado amplio de piedra, silencioso y con vistas kilométricas que permiten anticipar el entorno con facilidad.",,,,Verificado - Documentación pública,,,https://www.turismocastillalamancha.es/patrimonio/castillo-de-calatrava-la-nueva/,2026-07-20
REAL-NAT-TE01,Mirambel — Comarca del Maestrazgo,espacio_natural,,Mirambel,,España,,40.5167,-0.3833,"Pueblo medieval amurallado de piedra con trazado regular, calles pulcras y silencio sepulcral. Apenas hay comercios ni terrazas ruidosas. Alternativa tranquila a Albarracín en fines de semana.",,,,Verificado - Documentación pública,,,https://www.turismodeteruel.es/,2026-07-20
REAL-NAT-TE02,Pinares de Rodeno — Entorno de Albarracín,espacio_natural,,Albarracín,,España,,40.4,-1.45,"Senderos entre formaciones de arenisca roja y pinos que absorben el sonido excepcionalmente bien, creando una acústica apagada y reconfortante. Incluye pinturas rupestres accesibles mediante senderos cortos y llanos. Alternativa al pueblo cuando hay afluencia.",,,,Verificado - Documentación pública,,,https://www.turismodeteruel.es/,2026-07-20
REAL-NAT-TE03,Nacimiento del Río Pitarque,espacio_natural,,Pitarque,,España,,40.6333,-0.6667,Cañón fluvial donde el agua brota directamente de la roca. Sendero muy bien señalizado sin posibilidad de pérdida. Volumen de senderistas residual comparado con el Pirineo o la Sierra de Gredos.,,,,Verificado - Documentación pública,,,https://www.turismodeteruel.es/,2026-07-20
REAL-NAT-ZA01,Sayago (Comarca),espacio_natural,,Fermoselle,,España,,41.35,-6.2,"Llanura infinita de granito, encinas y cortados de piedra. Paisaje visualmente muy homogéneo y predecible. Densidad de población bajísima: silencio absoluto.",,,,Verificado - Documentación pública,,,https://www.turismoenzamora.es/,2026-07-20
REAL-NAT-ZA02,Cascada de Sotillo (Sanabria),espacio_natural,,Sotillo de Sanabria,,España,,42.0833,-6.7167,Ruta alternativa al masificado Lago de Sanabria. Transcurre por bosque caducifolio espeso que absorbe el sonido a la perfección. Sendero bien delimitado y muy solitario.,,,,Verificado - Documentación pública,,,https://www.turismoenzamora.es/,2026-07-20
REAL-NAT-VA01,Tierra de Campos (Comarca),espacio_natural,,Medina de Rioseco,,España,,41.85,-5.2,El mar de cereal español. Horizonte completamente liso y despejado que elimina el estrés visual. Apenas hay turismo y los pueblos son extremadamente silenciosos.,,,,Verificado - Documentación pública,,,https://www.turismocastillayleon.com/,2026-07-20
REAL-NAT-VA02,Canal de Castilla — Tramo Medina de Rioseco,espacio_natural,,Medina de Rioseco,,España,,41.8833,-5.0167,"Camino lineal perfecto, llano y sin desniveles. Actividad muy estructurada y predecible con el sonido constante y suave del agua. Ideal para personas que necesitan entornos de bajo estrés sensorial.",,,,Verificado - Documentación pública,,,https://www.turismocastillayleon.com/,2026-07-20
REAL-NAT-PA01,Valle de Pineda (Norte de Palencia),espacio_natural,,Cervera de Pisuerga,,España,,42.9833,-4.5667,Valle glaciar inmenso a los pies de Peña Prieta. Pradera alpina totalmente abierta con visibilidad total a kilómetros y desconexión humana completa.,,,,Verificado - Documentación pública,,,https://www.turismocastillayleon.com/,2026-07-20
REAL-CUL-PA01,Románico de la Ojeda — Olmos de Ojeda,cultura,,Olmos de Ojeda,,España,,42.55,-4.3833,Pequeñas iglesias de piedra en mitad de la naturaleza. Sin las visitas masivas del románico de Frómista. Espacios frescos de piedra gruesa ideales para un descanso sensorial.,,,,Verificado - Documentación pública,,,https://www.turismocastillayleon.com/,2026-07-20
REAL-NAT-AS01,Valle de Somiedo — Praderas del Valle,espacio_natural,,Pola de Somiedo,,España,,43.0833,-6.25,"Praderas amplias, llanas y rodeadas de montañas que aíslan del viento y el ruido exterior. Evitar los Lagos de Saliencia en temporada alta. El valle principal ofrece una experiencia mucho más tranquila.",,,,Verificado - Documentación pública,,,https://www.turismoasturias.es/,2026-07-20
REAL-NAT-AS02,Costa de El Franco — Playas de Pormenande y Viavélez,espacio_natural,,El Franco,,España,,43.55,-6.8667,Occidente asturiano virgen frente al saturado oriente. Calas de roca muy tranquilas con senderos costeros suaves y apenas turistas. El mar actúa como fondo sonoro constante.,,,,Verificado - Documentación pública,,,https://www.turismoasturias.es/,2026-07-20
REAL-NAT-GA01,Serra do Caurel,espacio_natural,,Folgoso do Courel,,España,,42.6167,-7.1667,Una de las zonas más aisladas de Galicia. El bosque autóctono (devesas) mitiga el viento y crea una acústica apagada. Los pequeños pueblos de pizarra apenas tienen habitantes.,,,,Verificado - Documentación pública,,,https://www.turismo.gal/,2026-07-20
REAL-NAT-GA02,Costa de O Loiba y Cabo Ortegal,espacio_natural,,Ortigueira,,España,,43.7667,-7.9167,"Acantilados con horizontes marinos infinitos. El viento constante actúa como ruido blanco natural potente. Turismo muy disperso, a diferencia de las masificadas Rías Baixas.",,,,Verificado - Documentación pública,,,https://www.turismo.gal/,2026-07-20
REAL-NAT-CB01,San Roque de Riomiera — Valles Pasiegos,espacio_natural,,San Roque de Riomiera,,España,,43.25,-3.65,"Paisaje de cabañas de piedra y prados verdes escalonados. La orografía amortigua el sonido. Vida a ritmo lentísimo sin comercios, altavoces ni tráfico.",,,,Verificado - Documentación pública,,,https://www.turismodecantabria.com/,2026-07-20
REAL-NAT-CB02,Secuoyas del Monte Cabezón,espacio_natural,,Cabezón de la Sal,,España,,43.3167,-4.2833,Bosque monumental de troncos rectos y copas altísimas. Pasarelas de madera muy predecibles y llanas. La densidad del bosque frena por completo el ruido exterior.,,,,Verificado - Documentación pública,,,https://www.turismodecantabria.com/,2026-07-20
REAL-NAT-BU01,Valle de Sedano y Cañón del Ebro,espacio_natural,,Sedano,,España,,42.8333,-3.75,Desfiladero espectacular mucho menos transitado que las Hoces del Duratón. El río discurre tranquilo y los pueblos de alrededor están prácticamente desiertos.,,,,Verificado - Documentación pública,,,https://www.turismocastillayleon.com/,2026-07-20
REAL-NAT-BU02,Páramo de Masa,espacio_natural,,Masa,,España,,42.65,-3.6167,"Llanura caliza a gran altitud, despejada, con vistas kilométricas y sin un solo obstáculo visual. El silencio es sobrecogedor.",,,,Verificado - Documentación pública,,,https://www.turismocastillayleon.com/,2026-07-20
REAL-NAT-NA01,Señorío de Bertiz,espacio_natural,,Oronoz-Mugairi,,España,,43.15,-1.6667,"Jardín histórico y bosque atlántico muy regulado. Caminos perfectamente llanos, asfaltados y delimitados. Entorno 100% predecible y seguro para personas con necesidades sensoriales.",,,,Verificado - Documentación pública,,,https://www.navarra.es/es/turismo/que-ver/parques-naturales/senorio-de-bertiz,2026-07-20
